datetime,underlying_price,NIFTY27JAN2625200CE,NIFTY27JAN2625300CE,NIFTY27JAN2625400CE,NIFTY27JAN2625500CE,NIFTY27JAN2625600CE,NIFTY27JAN2625700CE,NIFTY27JAN2625800CE,NIFTY27JAN2625900CE,NIFTY27JAN2626000CE,NIFTY27JAN2626100CE,NIFTY27JAN2626200CE,NIFTY27JAN2626300CE,NIFTY27JAN2626400CE,NIFTY27JAN2626500CE,NIFTY27JAN2623800PE,NIFTY27JAN2623900PE,NIFTY27JAN2624000PE,NIFTY27JAN2624100PE,NIFTY27JAN2624200PE,NIFTY27JAN2624300PE,NIFTY27JAN2624400PE,NIFTY27JAN2624500PE,NIFTY27JAN2624600PE,NIFTY27JAN2624700PE,NIFTY27JAN2624800PE,NIFTY27JAN2624900PE,NIFTY27JAN2625000PE,NIFTY27JAN2625100PE,tte_minutes
07-01-2026 10:30,26130.45,0.14045,0.13392,0.12199,0.11667240362583328,0.11148561262681153,0.10631,0.10164,0.09839,0.09540502705124587,0.09407,0.09103366052216419,0.08932676570420624,0.0883,0.08712,0.18145,0.17666,0.17139,0.16528,0.15914480392338157,0.15318,0.14805,0.14233,0.13686,0.1314,0.12709,0.1217,0.11602,0.11091805425067044,29100.0
07-01-2026 10:35,26133.05,0.13848,0.13213,0.12443610587577363,0.11687033703859026,0.109,0.10357,0.10375,0.09754,0.09843,0.09485808891632358,0.09299,0.0904692187039603,0.08935,0.08769,0.18152173493549484,0.17607,0.17133,0.16478,0.15889291996142105,0.15317,0.1486,0.1427252576991079,0.13675,0.13159,0.12694,0.12169,0.11627721034356428,0.11086,29095.0
07-01-2026 10:40,26144.05,0.1275312315807443,0.1239,0.1168689804667077,0.11069,0.10679381208328015,0.10253,0.10003171389164263,0.09761,0.09496,0.09226761277741465,0.09067,0.08865743534844844,0.08738,0.08609,0.18288,0.177597597751846,0.17204,0.1655,0.15977,0.15409,0.14898,0.14327,0.13781,0.13264,0.12761,0.12231258915359003,0.11697,0.11318772055745059,29090.0
07-01-2026 10:45,26141.15,0.12448,0.1185622682943499,0.11456,0.114,0.10828,0.10332,0.10041,0.09745,0.09458375930490948,0.09195,0.09043,0.08885,0.08717366745596072,0.08575,0.18131,0.1766,0.17094877752411042,0.16533,0.15938,0.15392,0.14844,0.14292,0.13762,0.13204,0.12718,0.12241,0.11676,0.11150249334473983,29085.0
07-01-2026 10:50,26146.85,0.15441,0.12166,0.12264,0.12576,0.11386945911635268,0.10062,0.10309529458785886,0.10421,0.10121,0.09751,0.09502,0.09229,0.09052,0.08866,0.18168,0.17653795689202856,0.17128,0.1657,0.15986547113948674,0.15411,0.14865,0.14331,0.13772,0.13245,0.12747,0.12241,0.11671,0.11127,29080.0
07-01-2026 10:55,26168.55,0.11618,0.09908,0.10582,0.10336976840144974,0.10027,0.09883,0.09819,0.09465,0.09529,0.09256,0.0906,0.08877,0.08737,0.08584,0.18331,0.17727,0.17315,0.16687,0.16117,0.1556585431096212,0.1501,0.14478,0.13937,0.13411,0.12903,0.12355854215871227,0.11815,0.11277,29075.0
07-01-2026 11:00,26160.15,0.14217,0.10926,0.12493,0.12832,0.11709,0.11632,0.11182,0.10649,0.10367,0.0996,0.09689,0.09419,0.09188,0.08862267342713084,0.18281,0.17727,0.17264,0.16635,0.16064297170743536,0.155,0.14973,0.1444,0.13896,0.1334,0.12844,0.12318,0.11743,0.11204,29070.0
07-01-2026 11:05,26182.1,0.06262061654373378,0.06317,0.10803,0.11224,0.11009,0.10412,0.09991,0.09817,0.09751960397631956,0.0919,0.09219061578476212,0.08838,0.08688,0.0856,0.18446,0.17867,0.17404,0.16776,0.16186,0.1564755917883055,0.15102,0.14572,0.14037608881654423,0.13508,0.12986738423619643,0.12479,0.11928,0.11373,29065.0
07-01-2026 11:10,26166.7,0.10386734884980293,0.10165,0.12041,0.11118245052743832,0.10432,0.10020454709267604,0.09653,0.09475694796985717,0.09205,0.08991,0.08867,0.0869695915310796,0.08535,0.08431,0.18353,0.1772,0.17284,0.16679,0.16173,0.15382,0.1493272898991641,0.14469,0.13988,0.13401,0.1288460770743598,0.1239,0.11804,0.11274,29060.0
07-01-2026 11:15,26148.15,0.15103,0.12068,0.12078498136581076,0.11697,0.10479,0.10114,0.10383,0.10015,0.09801,0.09373505235255877,0.09307,0.09021427830882253,0.08902,0.08724,0.18212,0.17646,0.17102874787824815,0.16562,0.1597,0.15445,0.14843,0.14362,0.13802,0.13232,0.12733243814424272,0.12244,0.11685,0.11124,29055.0
07-01-2026 11:20,26148.9,0.13325,0.13126918546673677,0.13221,0.10563,0.10438,0.10037746501744287,0.09484,0.09535,0.09270558309466645,0.0912,0.08892,0.08742,0.0862,0.08517,0.18126799859937875,0.17612,0.17222,0.16569,0.15986350931004337,0.15412,0.14849,0.14368,0.13808,0.13238,0.1278,0.12229028929772652,0.11682,0.11139,29050.0
07-01-2026 11:25,26140.4,0.14019,0.13793818493106183,0.13724,0.11602,0.10911,0.10608833624541325,0.10198577965252349,0.09847624929138651,0.09546496114895547,0.09357,0.09072220271667675,0.08967,0.08807,0.08663,0.18042561149978043,0.17534,0.17146,0.16493,0.15901,0.15337,0.14820032034563846,0.14296,0.13721,0.13166,0.1265311864310615,0.12146,0.1159,0.11031,29045.0
07-01-2026 11:30,26144.45,0.13223,0.1238,0.13491,0.12795,0.10692,0.10959,0.11051,0.10497,0.10338,0.09905,0.0955,0.0933,0.09089,0.08913,0.18165,0.17587,0.17124,0.16588,0.1595,0.15400519078933494,0.14867522850161569,0.14324,0.13734,0.13195,0.12677,0.12154,0.11602,0.11071,29040.0
07-01-2026 11:35,26160.05,0.1379,0.10954,0.12705,0.11342,0.1144,0.09898,0.09861,0.0955,0.09382,0.09112,0.08876,0.08706793231475174,0.08612,0.08473,0.18262,0.17686,0.17249,0.16689,0.16051,0.15488,0.14989,0.1443,0.13873,0.13333,0.12776,0.12256764424475333,0.11739,0.11192,29035.0
07-01-2026 11:40,26147.1,0.12038457680328399,0.12168,0.13513,0.11628,0.12094,0.10735,0.10434,0.10108133998249963,0.09677,0.09297,0.09119,0.08937,0.08741,0.08616,0.18184,0.17607,0.17102758365729487,0.16608,0.15948,0.15385,0.14842,0.14303734697770737,0.13755,0.13244,0.12735,0.12187,0.11653,0.11076,29030.0
07-01-2026 11:45,26136.15,0.15533,0.13021,0.12347,0.11896605625751996,0.11280125657956039,0.10719,0.10479,0.09917,0.09782,0.09505,0.09244,0.09021,0.08898290474764849,0.08711,0.18118,0.17565,0.17037488834051617,0.16517,0.15878,0.15314,0.14771,0.14255,0.13711,0.13168,0.12657,0.12108,0.11573191004478678,0.11045,29025.0
07-01-2026 11:50,26138.65,0.15371,0.12839,0.12183,0.10693,0.11294,0.10443986244224754,0.09573,0.09332,0.09232,0.08996,0.08826,0.08661,0.08609854201741945,0.08458,0.18163,0.17566,0.1702383301613518,0.16488,0.15896,0.15312,0.1477,0.14256,0.13708510763281215,0.13173,0.127,0.12127,0.11611,0.11082,29020.0
07-01-2026 11:55,26126.7,0.14179631587703873,0.13681,0.12165893412146073,0.11165,0.11006,0.10405,0.10053,0.0968,0.09586,0.09210690386251805,0.09077,0.08832541585590263,0.08749,0.08637,0.18119,0.17575106258714374,0.17019,0.16413,0.1582,0.15235,0.14692,0.14193,0.13603,0.13077,0.12604,0.12062,0.11541,0.11042,29015.0
07-01-2026 12:00,26121.55,0.16447,0.14018,0.12062,0.11733860730189011,0.11153180712780147,0.10525,0.10099,0.09795,0.09557,0.09277,0.09077,0.08877,0.0879044450599065,0.08587,0.18089,0.17468,0.17036,0.16382,0.15788,0.1522486226553486,0.14659,0.1412488449115392,0.13584,0.13042,0.12544,0.12036,0.11541,0.11002,29010.0
07-01-2026 12:05,26110.95,0.17059,0.1449381921164617,0.12592,0.11854,0.11393,0.10904,0.10471,0.09854054452118474,0.0948022628188796,0.09505,0.09261,0.08929839970042645,0.08932871581850924,0.08731,0.18024,0.17388,0.16946,0.16361,0.15764129568767993,0.15181898270970443,0.14608,0.14106,0.13542,0.13009,0.12564,0.12023,0.1149,0.10954,29005.0
07-01-2026 12:10,26110.45,0.15738055290056463,0.14699,0.12624,0.12268,0.11643071981410427,0.10926,0.10682,0.10029,0.10023,0.09643,0.09378,0.09151,0.08936,0.09125449773168519,0.18051,0.17387,0.16862181854892622,0.16336,0.15632,0.15152,0.14588,0.14087,0.13554,0.13007,0.12538,0.11999,0.11469,0.10926,29000.0
07-01-2026 12:15,26107.4,0.1726,0.14812485094321826,0.1281,0.12451895419562523,0.11811773520696618,0.11083,0.10355,0.10125,0.09722,0.09467,0.09205,0.09009,0.08853,0.08725,0.18033,0.17372,0.16902,0.16318,0.15679,0.15121216838713294,0.14568,0.14051,0.1352,0.13013,0.1254,0.11967,0.11464568337078285,0.10947877122810049,28995.0
07-01-2026 12:20,26103.3,0.14749,0.15113,0.12846,0.12228,0.11176,0.1131,0.10716,0.10184,0.09835,0.09495762106066534,0.09375,0.09145,0.08962,0.0882,0.18064,0.17369,0.16828593111998894,0.16293,0.15675,0.15088,0.1456803504964696,0.14057,0.13537,0.12972,0.12512,0.1199,0.115,0.11049744397206208,28990.0
07-01-2026 12:25,26106.55,0.14529,0.13579326278555465,0.12654,0.11526,0.11023,0.10932,0.10306,0.09924,0.09688,0.09433,0.09216,0.08976569243209426,0.08851,0.08719,0.18086,0.17367,0.16924,0.16338,0.15697,0.15111,0.14595579945659595,0.1408,0.13568861903597046,0.1306659974691512,0.12583,0.12057,0.11544,0.11046,28985.0
07-01-2026 12:30,26108.85,0.13767068342679445,0.13189,0.12764,0.12135,0.11389,0.1097,0.1052,0.10143,0.09905,0.09602,0.09375,0.09130250668846175,0.08962,0.0881,0.17796532237191331,0.17382,0.1683244067451481,0.16278260269745232,0.15713,0.15127,0.14704,0.14160505909542687,0.1360050015356864,0.13053,0.12554,0.12044,0.11535,0.11008,28980.0
07-01-2026 12:35,26106.25,0.13895,0.1301129002860696,0.122896014556431,0.11553,0.11035,0.10842,0.10552,0.10146,0.09871,0.09611,0.09355,0.09142201506041288,0.08912,0.0903591889922606,0.17976,0.17473,0.169,0.16316,0.15719,0.15237,0.14602,0.14097,0.13531,0.13035,0.12571,0.12036,0.11516,0.1103159663230345,28975.0
07-01-2026 12:40,26103.5,0.11991,0.11696,0.11289,0.10667,0.10291,0.09931667424392877,0.09545,0.09235,0.0917,0.08965,0.08826,0.08653,0.0853,0.08439,0.1796,0.17457,0.16884,0.16299,0.15724,0.15153,0.14638,0.14079,0.13557,0.13083,0.12552,0.12089,0.11587,0.11110962639150596,28970.0
07-01-2026 12:45,26084.3,0.13611,0.13107,0.1253,0.11451,0.11253,0.10675,0.10220491500201673,0.0982,0.09613,0.09317,0.09116,0.08921,0.08772561263291621,0.08642,0.17631425780004417,0.17193,0.1662886418909996,0.16086,0.156,0.15028,0.14511,0.1395,0.13425,0.12896,0.12449,0.11951728234998676,0.1145219753672678,0.10937,28965.0
07-01-2026 12:50,26084.8,0.13576,0.13076,0.12502,0.11425,0.11181,0.10873,0.10386,0.09994,0.09747,0.09457,0.09258,0.09036258099644315,0.08887,0.08759,0.17985,0.17281,0.16768,0.16159,0.15605,0.15118,0.1453164737195706,0.13954,0.13415,0.12915194783965395,0.1243,0.1192,0.11391,0.10919923276067231,28960.0
07-01-2026 12:55,26089.25,0.129400320755164,0.12688885962428345,0.12235,0.1206,0.11469,0.10908,0.10466,0.10084,0.0984,0.0947,0.09279,0.09043,0.08873,0.08741,0.17979261185123072,0.17372848190712087,0.16774,0.16189,0.15657,0.15117,0.14577,0.13937,0.13418,0.1288,0.12429,0.11934,0.11381,0.10881315527118907,28955.0
07-01-2026 13:00,26099.15,0.13774,0.12799848804615968,0.12114,0.11955,0.11469,0.10982,0.10472179671639885,0.10038,0.09815,0.09453,0.09202,0.09013,0.0883,0.087,0.17939,0.17435,0.168521267343275,0.16276,0.15729,0.1513,0.1457611750992962,0.14022,0.13487569859021165,0.12951,0.12442,0.11914,0.1141,0.10896,28950.0
07-01-2026 13:05,26103.3,0.1214535771629291,0.11724,0.11700064782738809,0.11697,0.11188,0.10731,0.1025,0.09934,0.09665,0.09414086153463079,0.09115,0.08926,0.0873,0.08606,0.17966,0.17421564481571747,0.16866,0.16285,0.15729,0.15201,0.14642,0.14034,0.13517,0.129917843935477,0.12461,0.11956,0.11452,0.10938,28945.0
07-01-2026 13:10,26105.85,0.13259,0.11512,0.11753362251439614,0.11921,0.10758,0.10426,0.10056,0.09766813626281483,0.09497,0.09178,0.08993,0.08809,0.08673031932604693,0.08572,0.1789,0.17454,0.16883,0.16274,0.15661,0.15176,0.1461299577257272,0.14036,0.13536,0.13028546694650106,0.12528,0.11997,0.11473,0.10925,28940.0
07-01-2026 13:15,26097.2,0.13545,0.12209,0.11957061345569114,0.11656657462250948,0.11389,0.10910046676725296,0.10445383476063763,0.10025,0.09667,0.09342,0.0919,0.08937,0.08780188546242676,0.08674,0.17932,0.17401,0.16878,0.16261,0.15718,0.1512,0.14514,0.14012,0.13495514029760364,0.1298,0.1249,0.11945,0.11408,0.10916,28935.0
07-01-2026 13:20,26097.45,0.13528,0.12192,0.12229,0.11051,0.10726,0.10272,0.09787,0.09553,0.0935,0.09048,0.08899,0.08701377994555334,0.08593,0.08506,0.17786,0.17271,0.16757235023006567,0.16248,0.15609,0.15123,0.14535,0.14008108214478412,0.1348,0.12982,0.12470920108057884,0.11959393987396516,0.1144613110921526,0.10935,28930.0
07-01-2026 13:25,26076.35,0.13635,0.13632,0.13447,0.11507,0.11124,0.10481,0.10174,0.09783,0.09578,0.09306,0.09102,0.0899146524798152,0.08963361918248716,0.09011913588245696,0.17677,0.17141,0.16651,0.16114,0.1554763350379045,0.14992,0.14396,0.13872,0.13352666144180628,0.12824145545565394,0.12294,0.11771,0.11287,0.10771931077664866,28925.0
07-01-2026 13:30,26070.0,0.14088,0.13888456050164597,0.13783,0.11987,0.11361,0.10935975364882747,0.1045733108265702,0.10029,0.09795,0.09434,0.09254,0.09022,0.08856,0.08806408642833952,0.17822,0.17166,0.16619303522926962,0.16075,0.15539,0.14993,0.14416461363577504,0.13846,0.1330354562284266,0.12764,0.12272,0.11761955983064445,0.11258,0.1072,28920.0
07-01-2026 13:35,26074.55,0.15528068366997327,0.14397448346223118,0.13547,0.12112,0.1144,0.11189,0.10505,0.10046,0.09766,0.09457,0.09234,0.09017,0.0882,0.08695,0.17852,0.1727132287993297,0.16691,0.16108,0.15555827224072985,0.1501091090955297,0.14467,0.13862,0.1328,0.1281,0.12259,0.11738,0.11229,0.10727064966689162,28915.0
07-01-2026 13:40,26074.2,0.13798,0.13149,0.13567,0.12103,0.11374,0.10918630787243881,0.104,0.10033,0.09781,0.09461865818617746,0.09207,0.09026,0.08842,0.08693,0.17851,0.17132,0.16666,0.16104,0.15485,0.14968259733319525,0.14464,0.13877,0.13308,0.12729,0.12293,0.11799,0.11267974489642621,0.10731,28910.0
07-01-2026 13:45,26072.8,0.14270336198665184,0.1375,0.13093933511912903,0.12452,0.11755,0.1126,0.10713,0.10257,0.10008,0.09637,0.09394,0.09167,0.08976,0.08827,0.17844,0.17247731788419118,0.16658,0.16074,0.15529471720574728,0.14982,0.14267,0.13852,0.13286654227239192,0.1272,0.12272,0.11748,0.11227,0.10712,28905.0
07-01-2026 13:50,26083.4,0.1311,0.13079,0.13071,0.11458,0.1109,0.10573,0.09955,0.09775,0.09571,0.09249,0.09049,0.08864,0.08724,0.086,0.1761637750242854,0.1715263137064782,0.16703,0.16111259636245395,0.15547,0.15029,0.14357,0.13909,0.13359,0.12796,0.1235,0.11838,0.11309,0.10797,28900.0
07-01-2026 13:55,26079.6,0.13406,0.13323580825521472,0.13283,0.12454,0.11271,0.11314,0.10862087462678843,0.10267,0.09951,0.09595,0.09371,0.09128,0.08916238187745555,0.0879,0.17644,0.17088,0.1663,0.16097,0.15524,0.14995,0.14434774309395304,0.13868,0.13319,0.1277,0.12323,0.11758,0.11262,0.10736132866731823,28895.0
07-01-2026 14:00,26088.65,0.12683,0.12726,0.12174983638119719,0.11454559735408412,0.10839,0.10736,0.10616,0.10238707162775024,0.09891,0.09497,0.09257076694730973,0.09048,0.08855,0.08723,0.1760816687196324,0.17170134426484931,0.16664,0.16202,0.15453,0.15055,0.14487,0.13898,0.13368,0.12808,0.12366,0.11826,0.11304,0.10766,28890.0
07-01-2026 14:05,26096.3,0.11994,0.12171,0.11491,0.11938,0.10453,0.10799,0.10284,0.09941631940568227,0.09624559917332973,0.09296,0.09098,0.089063181063699,0.0871,0.08586,0.17797,0.17139,0.1668687663253489,0.16253,0.1564412811480715,0.15048,0.14510212673303502,0.13967,0.13406,0.1293,0.1241,0.11873,0.11363,0.10818,28885.0
07-01-2026 14:10,26100.95,0.11527,0.11807,0.11166,0.11718,0.11077,0.10686,0.10024,0.09667,0.09492,0.09314008357596884,0.09042482768022134,0.08774,0.08603776487966643,0.08509,0.17564253079887943,0.17169,0.1676272977503684,0.16284,0.15557,0.15079,0.1446,0.14033,0.13485,0.1295874144590775,0.12445,0.11951,0.11389,0.10872,28880.0
07-01-2026 14:15,26097.3,0.12598150618682924,0.12055,0.11426,0.11114,0.10742381593997068,0.10373,0.09785,0.09566153249360854,0.09355,0.09092,0.08891948893248287,0.08749,0.08602,0.08474,0.17776,0.17148,0.16773,0.16193,0.15535,0.15096,0.14437,0.13993,0.13446,0.12926,0.12455,0.11925,0.11381,0.10886,28875.0
07-01-2026 14:20,26090.7,0.12516,0.12549,0.12035375560242488,0.11458,0.10805,0.1050951743998253,0.10217,0.09626,0.09463,0.09177,0.08988,0.08785637453773883,0.08632,0.0852,0.175951195761893,0.17108,0.16806,0.16129,0.15707,0.15093,0.14504,0.13949486088224394,0.13371,0.12826,0.12397,0.11856,0.11323,0.10826,28870.0
07-01-2026 14:25,26090.45,0.1254,0.12569,0.11942572524613779,0.11309,0.11201,0.10720141983371001,0.10202,0.09952883906223982,0.09695,0.09333,0.09125,0.08921172873490596,0.08744,0.08588,0.17707,0.17294471845180354,0.16806,0.16128,0.15769,0.14994,0.14486,0.14014,0.134,0.12826,0.12384,0.11834,0.11312,0.10767,28865.0
07-01-2026 14:30,26098.65,0.11775,0.11548343775212817,0.11338,0.11283,0.108,0.10375,0.0957,0.09374,0.09245,0.08931,0.08759,0.08620078220587203,0.08508,0.08388,0.17759,0.1716,0.16859,0.16182,0.15844,0.15109,0.14578,0.14087,0.13488,0.12884,0.12403029287206505,0.11906,0.11385,0.10803174523600871,28860.0
07-01-2026 14:35,26088.15,0.12742,0.12736,0.12038,0.12188,0.1129,0.10654,0.10546,0.10076,0.09843,0.09465,0.09268,0.09026,0.08709795438630086,0.08460917723682002,0.17696,0.17096,0.16630905106096067,0.16176053961391557,0.15715,0.15041,0.14518929155697183,0.14,0.13416,0.12913352206449802,0.12393,0.11829,0.11299791384862229,0.10792,28855.0
07-01-2026 14:40,26097.55,0.11889,0.12046,0.12025641085679611,0.12266,0.10834,0.11052,0.10398,0.10004,0.0976,0.09418,0.09244109889305088,0.09003,0.08824,0.0868,0.17806986016714868,0.17267,0.16855,0.16315543572666016,0.15778,0.15104,0.14536,0.14082,0.13497,0.12892,0.12414,0.11889,0.11311,0.10751919061113449,28850.0
07-01-2026 14:45,26107.25,0.12396,0.11763,0.1223,0.1067,0.10319,0.10394,0.09526,0.09287,0.09155,0.08889,0.08749,0.08584,0.08476,0.0837,0.17774580226246034,0.17329,0.16879174833540056,0.16401,0.15774206164674867,0.15169,0.14639,0.14078582749172897,0.13506,0.12989,0.12485,0.11947179938467908,0.11414,0.10918,28845.0
07-01-2026 14:50,26098.4,0.13162,0.13675,0.12915,0.12292,0.11760569571204119,0.11258,0.10664,0.1023,0.0996,0.09579,0.09332,0.09112,0.0874262651998268,0.08495758559197494,0.17642,0.17267088809661496,0.16839,0.16346,0.15807,0.15112,0.14581,0.14057,0.1343,0.12831,0.1241,0.11872421529560143,0.1132,0.108,28840.0
07-01-2026 14:55,26113.35,0.13149,0.12732,0.11988,0.1167,0.10902,0.10408,0.10127,0.09821526779517696,0.09552,0.09223,0.09015,0.08799225092797285,0.0865,0.08529,0.17946,0.1737,0.16935,0.16398204983462986,0.15885,0.1525193088795116,0.14645,0.14127,0.135422887237189,0.12937,0.12507,0.11986,0.11433,0.10908,28835.0
07-01-2026 15:00,26123.1,0.12276,0.11978,0.11306,0.11132,0.10302,0.10094601792718018,0.09855,0.0946,0.09219594208697113,0.09028,0.08881,0.08709,0.08565818206367343,0.08446,0.17827,0.173918516035589,0.16948,0.1653,0.15908,0.15355,0.1473,0.14211,0.13767,0.13048,0.12578,0.12037,0.11508,0.10896073072366998,28830.0
07-01-2026 15:05,26133.7,0.11118,0.11022,0.11009449710451885,0.11163,0.10334,0.10225,0.09753,0.09433,0.09259635281790453,0.08993,0.08822,0.08652,0.08496988856202307,0.08421,0.17893,0.175,0.16966,0.16599,0.15877610783025806,0.15163,0.14746,0.14234152381539708,0.13677,0.13081,0.12618,0.12072,0.11529,0.10998,28825.0
07-01-2026 15:10,26142.1,0.09884,0.11876,0.11059,0.11222,0.10533,0.10244,0.09801,0.09482,0.09307,0.0906,0.08896,0.08737,0.08575,0.08061276647129144,0.17879565071449294,0.17441,0.17021181599989932,0.16564,0.16034,0.15424,0.148701797049874,0.14331880552502999,0.13766,0.13155,0.12641,0.12179,0.11633,0.11055,28820.0
